cell_id,Amandava amandava,Amandava amandava amandava/punicea,Amandava amandava flavidiventris
8464a69ffffffff,6.0,0.0,0.0
8464b13ffffffff,8.0,2.0,0.0
8464b17ffffffff,6.0,6.0,0.0
8464b1bffffffff,25.0,9.0,0.0
8464b29ffffffff,12.0,0.0,0.0
8464b49ffffffff,39.0,4.0,0.0
8464b4dffffffff,14.0,0.0,0.0
8464b61ffffffff,59.0,6.0,0.0
8464b63ffffffff,16.0,0.0,0.0
8464b67ffffffff,3.0,1.0,0.0
8464b69ffffffff,2.0,0.0,0.0
8464b6dffffffff,2.0,0.0,0.0
846520dffffffff,4.0,0.0,0.0
8465233ffffffff,3.0,0.0,0.0
8465263ffffffff,4.0,0.0,0.0
846580dffffffff,1.0,0.0,0.0
8465821ffffffff,177.0,0.0,0.0
846582bffffffff,2.0,0.0,0.0
8465835ffffffff,45.0,0.0,0.0
846583dffffffff,43.0,0.0,0.0
8465847ffffffff,2.0,0.0,0.0
8465861ffffffff,4.0,0.0,0.0
846586bffffffff,4.0,0.0,0.0
8465885ffffffff,1.0,1.0,0.0
8465897ffffffff,6.0,4.0,0.0
84658a3ffffffff,9.0,9.0,0.0
84658a7ffffffff,14.0,12.0,0.0
84658a9ffffffff,5.0,5.0,0.0
84658abffffffff,2.0,2.0,0.0
84658b3ffffffff,108.0,32.0,0.0
84658b5ffffffff,14.0,10.0,0.0
84658b7ffffffff,5.0,5.0,0.0
84658bbffffffff,10.0,8.0,0.0
84658e1ffffffff,10.0,10.0,0.0
84658e3ffffffff,2.0,2.0,0.0
846590bffffffff,2.0,0.0,0.0
8465911ffffffff,4.0,0.0,0.0
8465981ffffffff,82.0,17.0,0.0
8465983ffffffff,2.0,0.0,0.0
846598bffffffff,4.0,0.0,0.0
8465993ffffffff,18.0,4.0,0.0
8465997ffffffff,11.0,3.0,0.0
846599bffffffff,22.0,18.0,0.0
84659a7ffffffff,6.0,0.0,0.0
84659b3ffffffff,5.0,0.0,0.0
84659b9ffffffff,2.0,0.0,0.0
84659bbffffffff,3.0,0.0,0.0
84659bdffffffff,2.0,0.0,0.0
84659c3ffffffff,16.0,0.0,0.0
84659c9ffffffff,73.0,0.0,0.0
8465b01ffffffff,1.0,0.0,0.0
8465b33ffffffff,12.0,0.0,0.0
846811dffffffff,1.0,0.0,0.0
8468153ffffffff,3.0,0.0,0.0
8468157ffffffff,5.0,0.0,0.0
848c131ffffffff,1.0,0.0,0.0
848d809ffffffff,2.0,0.0,0.0
848da35ffffffff,2.0,0.0,0.0
8494049ffffffff,4.0,0.0,0.0
849404dffffffff,2.0,0.0,0.0
8494213ffffffff,8.0,0.0,0.0
8494235ffffffff,16.0,0.0,0.0
84942c1ffffffff,13.0,0.0,0.0
84942c5ffffffff,1.0,0.0,0.0
84942d3ffffffff,11.0,0.0,0.0
84942d5ffffffff,4.0,0.0,0.0
8494313ffffffff,2.0,0.0,0.0
8495185ffffffff,1.0,0.0,1.0
84951a7ffffffff,6.0,0.0,0.0
8495533ffffffff,7.0,0.0,0.0
8495a99ffffffff,9.0,0.0,0.0
849b41bffffffff,16.0,0.0,0.0
849b437ffffffff,2.0,0.0,0.0
849b4c1ffffffff,2.0,0.0,0.0
849b4cbffffffff,11.0,0.0,0.0
849b4d5ffffffff,1.0,0.0,0.0
849b5d9ffffffff,4.0,0.0,0.0
849b6a1ffffffff,1.0,0.0,0.0
849b6a3ffffffff,2.0,0.0,0.0
849b6a7ffffffff,2.0,0.0,0.0
849b6b1ffffffff,2.0,0.0,0.0
849b6b5ffffffff,40.0,0.0,0.0
849b6b7ffffffff,3.0,0.0,0.0
849b6bdffffffff,4.0,0.0,0.0
