cell_id,Chondrohierax uncinatus,Chondrohierax uncinatus uncinatus,Chondrohierax uncinatus mirus
848f2a1ffffffff,2.0,0.0,0.0
848f2a7ffffffff,2.0,0.0,0.0
848f2a9ffffffff,306.0,24.0,0.0
848f2abffffffff,46.0,4.0,0.0
848f2b3ffffffff,4.0,0.0,0.0
848f2b5ffffffff,1.0,0.0,0.0
848f2b9ffffffff,71.0,5.0,0.0
848f2bbffffffff,24.0,2.0,0.0
848f2bdffffffff,90.0,8.0,0.0
848f2c1ffffffff,7.0,0.0,0.0
848f2c3ffffffff,16.0,0.0,0.0
848f2c5ffffffff,1.0,0.0,0.0
848f2c9ffffffff,35.0,6.0,0.0
848f2cbffffffff,63.0,0.0,0.0
848f2cdffffffff,70.0,0.0,0.0
848f2e3ffffffff,15.0,6.0,0.0
848f2e7ffffffff,14.0,0.0,0.0
848f2e9ffffffff,4.0,0.0,0.0
848f2ebffffffff,5.0,0.0,0.0
848f401ffffffff,151.0,0.0,0.0
848f407ffffffff,29.0,0.0,0.0
848f40dffffffff,3.0,0.0,0.0
848f421ffffffff,10.0,0.0,0.0
848f431ffffffff,1.0,0.0,0.0
848f439ffffffff,12.0,1.0,0.0
848f43dffffffff,2.0,0.0,0.0
848f44dffffffff,1.0,0.0,0.0
848f461ffffffff,14.0,1.0,0.0
848f463ffffffff,8.0,0.0,0.0
848f467ffffffff,2.0,0.0,0.0
848f4a5ffffffff,8.0,0.0,0.0
848f509ffffffff,3.0,0.0,0.0
848f50bffffffff,4.0,0.0,0.0
848f519ffffffff,2.0,0.0,0.0
848f541ffffffff,2.0,0.0,0.0
848f547ffffffff,1.0,0.0,0.0
848f549ffffffff,3.0,0.0,0.0
848f54bffffffff,13.0,0.0,0.0
848f553ffffffff,5.0,0.0,0.0
848f559ffffffff,32.0,0.0,0.0
848f55dffffffff,9.0,0.0,0.0
848f5d3ffffffff,4.0,0.0,0.0
848f5dbffffffff,1.0,0.0,0.0
848f613ffffffff,28.0,0.0,0.0
848f617ffffffff,1.0,0.0,0.0
848f61bffffffff,27.0,0.0,0.0
848f657ffffffff,3.0,0.0,0.0
848f6c9ffffffff,5.0,0.0,0.0
848f6cdffffffff,2.0,0.0,0.0
848f6e9ffffffff,7.0,0.0,0.0
848f721ffffffff,2.0,2.0,0.0
848f729ffffffff,14.0,0.0,0.0
848f72dffffffff,14.0,3.0,0.0
848f733ffffffff,14.0,0.0,0.0
848f735ffffffff,4.0,0.0,0.0
848f737ffffffff,1.0,0.0,0.0
848f74bffffffff,2.0,0.0,0.0
848f74dffffffff,1.0,0.0,0.0
848f763ffffffff,8.0,0.0,0.0
848f765ffffffff,9.0,0.0,0.0
848f76bffffffff,4.0,0.0,0.0
84a5969ffffffff,17.0,1.0,0.0
84a596dffffffff,1.0,0.0,0.0
84a802dffffffff,5.0,0.0,0.0
84a804dffffffff,1.0,0.0,0.0
84a8067ffffffff,1.0,0.0,0.0
84a80d9ffffffff,2.0,0.0,0.0
84a8101ffffffff,7.0,0.0,0.0
84a8103ffffffff,2.0,0.0,0.0
84a8105ffffffff,13.0,0.0,0.0
84a8109ffffffff,47.0,3.0,0.0
84a810dffffffff,6.0,0.0,0.0
84a8117ffffffff,2.0,0.0,0.0
84a8125ffffffff,6.0,0.0,0.0
84a812dffffffff,3.0,0.0,0.0
84a8131ffffffff,11.0,0.0,0.0
84a8139ffffffff,6.0,6.0,0.0
84a813bffffffff,6.0,0.0,0.0
84a813dffffffff,3.0,0.0,0.0
84a8143ffffffff,77.0,2.0,0.0
84a815bffffffff,6.0,1.0,0.0
84a8167ffffffff,2.0,0.0,0.0
84a8187ffffffff,1.0,0.0,0.0
84a81a9ffffffff,3.0,0.0,0.0
84a81adffffffff,1.0,0.0,0.0
84a81b9ffffffff,1.0,0.0,0.0
84a81bbffffffff,2.0,0.0,0.0
84a81c7ffffffff,2.0,0.0,0.0
84a81e9ffffffff,1.0,0.0,0.0
84a81edffffffff,27.0,0.0,0.0
84a8333ffffffff,1.0,0.0,0.0
84a8403ffffffff,4.0,0.0,0.0
84a840dffffffff,2.0,0.0,0.0
84a8411ffffffff,10.0,0.0,0.0
84a845bffffffff,1.0,0.0,0.0
84a8519ffffffff,2.0,0.0,0.0
84a8559ffffffff,4.0,0.0,0.0
84a855dffffffff,2.0,0.0,0.0
84a8591ffffffff,23.0,0.0,0.0
84a8597ffffffff,2.0,0.0,0.0
84a8599ffffffff,2.0,0.0,0.0
84a85b3ffffffff,6.0,0.0,0.0
84a85d3ffffffff,12.0,0.0,0.0
84a85d7ffffffff,8.0,0.0,0.0
84a8605ffffffff,1.0,0.0,0.0
84a8607ffffffff,2.0,0.0,0.0
84a860dffffffff,3.0,0.0,0.0
84a86d3ffffffff,1.0,0.0,0.0
84a870bffffffff,1.0,0.0,0.0
84a8831ffffffff,2.0,0.0,0.0
84a8867ffffffff,6.0,0.0,0.0
84a886dffffffff,3.0,0.0,0.0
84a8917ffffffff,21.0,2.0,0.0
84a891dffffffff,3.0,0.0,0.0
84a8a07ffffffff,7.0,1.0,0.0
84a8a11ffffffff,2.0,0.0,0.0
84a8a13ffffffff,10.0,0.0,0.0
84a8a15ffffffff,1.0,0.0,0.0
84a8a19ffffffff,2.0,0.0,0.0
84a8a21ffffffff,4.0,0.0,0.0
84a8a23ffffffff,9.0,4.0,0.0
84a8a25ffffffff,2.0,0.0,0.0
84a8a2bffffffff,10.0,0.0,0.0
84a8a2dffffffff,2.0,0.0,0.0
84a8a39ffffffff,3.0,0.0,0.0
84a8a3dffffffff,5.0,0.0,0.0
84a8a53ffffffff,2.0,0.0,0.0
84a8a8dffffffff,1.0,0.0,0.0
84a8a91ffffffff,6.0,6.0,0.0
84a8ac9ffffffff,1.0,0.0,0.0
84a8ad5ffffffff,1.0,1.0,0.0
84a8b17ffffffff,2.0,0.0,0.0
84a8b1bffffffff,2.0,0.0,0.0
84a8c01ffffffff,2.0,0.0,0.0
84a8c03ffffffff,4.0,0.0,0.0
84a8c05ffffffff,1.0,0.0,0.0
84a8c09ffffffff,1.0,0.0,0.0
84a8c0dffffffff,5.0,0.0,0.0
84a8c25ffffffff,2.0,2.0,0.0
84a8cebffffffff,1.0,0.0,0.0
84a8d1bffffffff,5.0,2.0,0.0
84a8d43ffffffff,6.0,0.0,0.0
84a8e6dffffffff,2.0,0.0,0.0
84a8ec9ffffffff,1.0,0.0,0.0
84a8f41ffffffff,6.0,0.0,0.0
84a9425ffffffff,5.0,0.0,0.0
84a9427ffffffff,1.0,0.0,0.0
84a9433ffffffff,3.0,0.0,0.0
84a9507ffffffff,2.0,0.0,0.0
84a9509ffffffff,3.0,0.0,0.0
84a950dffffffff,2.0,0.0,0.0
84a9533ffffffff,4.0,0.0,0.0
84a953bffffffff,3.0,0.0,0.0
84a9555ffffffff,1.0,0.0,0.0
84a9595ffffffff,6.0,0.0,0.0
84a95abffffffff,1.0,0.0,0.0
84a95bbffffffff,2.0,0.0,0.0
84a95c9ffffffff,1.0,0.0,0.0
84a95edffffffff,4.0,0.0,0.0
84b2741ffffffff,1.0,0.0,0.0
84b3253ffffffff,2.0,0.0,0.0
84b3425ffffffff,23.0,0.0,0.0
84b3429ffffffff,5.0,0.0,0.0
84b3435ffffffff,3.0,0.0,0.0
84b3463ffffffff,1.0,0.0,0.0
84b3467ffffffff,2.0,0.0,0.0
84b35c5ffffffff,6.0,0.0,0.0
84b35c7ffffffff,6.0,0.0,0.0
84b35e1ffffffff,1.0,0.0,0.0
84b35ebffffffff,3.0,0.0,0.0
84b3611ffffffff,2.0,0.0,0.0
84b3633ffffffff,2.0,0.0,0.0
84b3635ffffffff,1.0,0.0,0.0
84b3657ffffffff,2.0,0.0,0.0
