cell_id,Tyrannus melancholicus,Tyrannus melancholicus occidentalis,Tyrannus melancholicus satrapa,Tyrannus melancholicus melancholicus/despotes
84b2697ffffffff,1.0,0.0,0.0,0.0
84b269bffffffff,10.0,0.0,0.0,0.0
84b269dffffffff,3.0,0.0,0.0,0.0
84b26abffffffff,2.0,0.0,0.0,0.0
84b26b1ffffffff,6.0,0.0,0.0,0.0
84b26b9ffffffff,3.0,0.0,0.0,0.0
84b26bdffffffff,18.0,0.0,0.0,0.0
84b26d1ffffffff,4.0,0.0,0.0,0.0
84b26d7ffffffff,36.0,0.0,0.0,0.0
84b26d9ffffffff,1.0,0.0,0.0,0.0
84b26dbffffffff,1.0,0.0,0.0,0.0
84b26ddffffffff,10.0,0.0,0.0,0.0
84b2709ffffffff,2.0,0.0,0.0,0.0
84b2c51ffffffff,11.0,0.0,0.0,0.0
84b2ec5ffffffff,4.0,0.0,0.0,0.0
84b2ec7ffffffff,1.0,0.0,0.0,0.0
84b2eebffffffff,2.0,0.0,0.0,0.0
84b2eedffffffff,1.0,0.0,0.0,0.0
84b3009ffffffff,3.0,0.0,0.0,0.0
84b300bffffffff,3.0,0.0,0.0,0.0
84b3047ffffffff,4.0,0.0,0.0,0.0
84b3427ffffffff,3.0,0.0,0.0,0.0
84b3429ffffffff,1.0,0.0,0.0,0.0
84b342bffffffff,4.0,0.0,0.0,0.0
84b343bffffffff,2.0,0.0,0.0,0.0
84b3445ffffffff,9.0,0.0,0.0,0.0
84b3513ffffffff,1.0,0.0,0.0,0.0
84b351bffffffff,2.0,0.0,0.0,0.0
84b3585ffffffff,2.0,0.0,0.0,0.0
84b3589ffffffff,7.0,0.0,0.0,0.0
84b35c3ffffffff,4.0,0.0,0.0,0.0
84b35c5ffffffff,9.0,0.0,0.0,0.0
84b35c9ffffffff,1.0,0.0,0.0,0.0
84b35cdffffffff,5.0,0.0,0.0,0.0
84b35e1ffffffff,5.0,0.0,0.0,0.0
84b35e9ffffffff,12.0,0.0,0.0,0.0
84b3731ffffffff,5.0,0.0,0.0,0.0
84c2c63ffffffff,2.0,0.0,0.0,0.0
84c2c6dffffffff,5.0,0.0,0.0,0.0
84c2c91ffffffff,5.0,0.0,0.0,0.0
84c2c93ffffffff,5.0,0.0,0.0,0.0
84c2c95ffffffff,1.0,0.0,0.0,0.0
84c2c97ffffffff,44.0,0.0,0.0,0.0
84c2c99ffffffff,34.0,0.0,0.0,0.0
84c2cd3ffffffff,79.0,0.0,0.0,0.0
84c2d37ffffffff,1.0,0.0,0.0,0.0
84c2d93ffffffff,2.0,0.0,0.0,0.0
84c2de1ffffffff,1.0,0.0,0.0,0.0
84c2e0bffffffff,6.0,0.0,0.0,0.0
84c2e31ffffffff,11.0,0.0,0.0,0.0
84c2e33ffffffff,4.0,0.0,0.0,0.0
84c2e39ffffffff,1.0,0.0,0.0,0.0
84c2e3dffffffff,3.0,0.0,0.0,0.0
84c2e95ffffffff,2.0,0.0,0.0,0.0
84c2e99ffffffff,14.0,0.0,0.0,0.0
84c2eb9ffffffff,7.0,0.0,0.0,0.0
84c2ebbffffffff,24.0,0.0,0.0,0.0
84c2ee3ffffffff,2.0,0.0,0.0,0.0
84c2f11ffffffff,7.0,0.0,0.0,0.0
84c2f15ffffffff,6.0,0.0,0.0,0.0
84c2f1dffffffff,2.0,0.0,0.0,0.0
84c2f23ffffffff,3.0,0.0,0.0,0.0
84c2f2bffffffff,2.0,0.0,0.0,0.0
84c2f39ffffffff,8.0,0.0,0.0,0.0
84c2f3dffffffff,1.0,0.0,0.0,0.0
84c3487ffffffff,2.0,0.0,0.0,0.0
84c34b7ffffffff,1.0,0.0,0.0,0.0
84c34bdffffffff,4.0,0.0,0.0,0.0
84c34c1ffffffff,2.0,0.0,0.0,0.0
84c36dbffffffff,1.0,0.0,0.0,0.0
84ce827ffffffff,2.0,0.0,0.0,0.0
84ce931ffffffff,6.0,0.0,0.0,0.0
84ce933ffffffff,1.0,0.0,0.0,0.0
84ce935ffffffff,2.0,0.0,0.0,0.0
84ce937ffffffff,2.0,0.0,0.0,0.0
84ce96bffffffff,1.0,0.0,0.0,0.0
84ceb33ffffffff,3.0,0.0,0.0,0.0
