cell_id,Pernis ptilorhynchus,Pernis ptilorhynchus orientalis,Pernis ptilorhynchus ruficollis/philippensis,Pernis ptilorhynchus [ptilorhynchus Group]
8364b0fffffffff,9.0,0.0,0.0,0.0
8364b1fffffffff,15.0,0.0,0.0,0.0
8364b2fffffffff,16.0,0.0,0.0,0.0
8364b3fffffffff,15.0,6.0,0.0,0.0
8364b4fffffffff,11.0,0.0,0.0,0.0
8364b5fffffffff,35.0,9.0,0.0,0.0
8364b6fffffffff,30.0,0.0,0.0,0.0
836500fffffffff,139.0,4.0,0.0,8.0
836501fffffffff,9.0,0.0,0.0,0.0
836502fffffffff,18.0,0.0,0.0,0.0
836503fffffffff,34.0,2.0,0.0,5.0
836504fffffffff,2.0,0.0,0.0,0.0
836505fffffffff,228.0,4.0,0.0,10.0
83650dfffffffff,3.0,0.0,0.0,0.0
836518fffffffff,95.0,7.0,0.0,12.0
836519fffffffff,14.0,3.0,0.0,0.0
83651bfffffffff,104.0,18.0,0.0,5.0
83651cfffffffff,89.0,0.0,0.0,24.0
83651dfffffffff,18.0,2.0,0.0,2.0
836520fffffffff,598.0,4.0,0.0,4.0
836521fffffffff,2.0,0.0,0.0,0.0
836522fffffffff,16.0,0.0,0.0,0.0
836523fffffffff,16.0,0.0,0.0,0.0
836525fffffffff,10.0,0.0,0.0,0.0
836526fffffffff,910.0,6.0,0.0,5.0
836529fffffffff,1.0,0.0,0.0,0.0
83652dfffffffff,4.0,0.0,0.0,0.0
83652efffffffff,2.0,0.0,0.0,0.0
836552fffffffff,2.0,0.0,0.0,0.0
836554fffffffff,23.0,0.0,0.0,1.0
836580fffffffff,19.0,0.0,0.0,0.0
836581fffffffff,3.0,0.0,0.0,0.0
836582fffffffff,3.0,0.0,0.0,0.0
836583fffffffff,4.0,0.0,0.0,0.0
836584fffffffff,9.0,0.0,0.0,0.0
836585fffffffff,18.0,2.0,0.0,0.0
836586fffffffff,7.0,0.0,0.0,0.0
836588fffffffff,14.0,0.0,0.0,0.0
836589fffffffff,8.0,1.0,0.0,0.0
83658afffffffff,63.0,3.0,0.0,0.0
83658bfffffffff,74.0,6.0,0.0,0.0
83658efffffffff,9.0,0.0,0.0,0.0
836590fffffffff,9.0,0.0,0.0,0.0
836591fffffffff,159.0,6.0,0.0,0.0
836595fffffffff,6.0,0.0,0.0,0.0
836598fffffffff,4.0,0.0,0.0,0.0
836599fffffffff,361.0,7.0,4.0,0.0
83659bfffffffff,2.0,0.0,0.0,0.0
83659cfffffffff,39.0,0.0,0.0,0.0
83659dfffffffff,6.0,0.0,0.0,0.0
83659efffffffff,4.0,0.0,0.0,0.0
8365b0fffffffff,52.0,0.0,9.0,0.0
8365b2fffffffff,34.0,2.0,0.0,0.0
8365b3fffffffff,35.0,1.0,0.0,0.0
8365b6fffffffff,27.0,0.0,6.0,0.0
836802fffffffff,17.0,17.0,0.0,0.0
836810fffffffff,5.0,0.0,0.0,1.0
836811fffffffff,145.0,11.0,0.0,21.0
836812fffffffff,23.0,2.0,0.0,2.0
836813fffffffff,4.0,0.0,0.0,0.0
836815fffffffff,20.0,0.0,0.0,6.0
836818fffffffff,191.0,0.0,0.0,72.0
83681cfffffffff,93.0,0.0,0.0,32.0
83681efffffffff,8.0,0.0,0.0,0.0
836828fffffffff,57.0,1.0,0.0,0.0
836829fffffffff,3.0,0.0,0.0,0.0
83682afffffffff,2.0,0.0,0.0,0.0
836841fffffffff,3.0,0.0,3.0,0.0
836842fffffffff,1.0,0.0,0.0,0.0
836843fffffffff,94.0,0.0,27.0,0.0
836846fffffffff,8.0,0.0,0.0,0.0
83684efffffffff,17.0,0.0,1.0,0.0
836856fffffffff,5.0,0.0,2.0,0.0
83685cfffffffff,10.0,0.0,8.0,0.0
83685dfffffffff,8.0,0.0,0.0,0.0
83685efffffffff,69.0,0.0,38.0,0.0
836865fffffffff,14.0,0.0,12.0,0.0
836866fffffffff,1.0,0.0,0.0,0.0
83686efffffffff,4.0,0.0,2.0,0.0
83689afffffffff,4.0,0.0,0.0,2.0
8368a4fffffffff,2.0,0.0,0.0,0.0
8368a5fffffffff,5.0,0.0,0.0,0.0
8368acfffffffff,46.0,0.0,0.0,9.0
8368cefffffffff,1.0,0.0,0.0,0.0
836932fffffffff,1.0,0.0,0.0,0.0
836934fffffffff,23.0,0.0,5.0,0.0
836943fffffffff,36.0,0.0,3.0,0.0
83694afffffffff,7.0,0.0,0.0,0.0
83694cfffffffff,9.0,0.0,4.0,0.0
83694efffffffff,216.0,0.0,49.0,0.0
836958fffffffff,2.0,0.0,0.0,0.0
83695dfffffffff,3.0,0.0,0.0,0.0
836968fffffffff,5.0,0.0,2.0,0.0
836969fffffffff,1.0,0.0,1.0,0.0
83696afffffffff,8.0,0.0,1.0,0.0
83696bfffffffff,1.0,0.0,0.0,0.0
83696cfffffffff,7.0,0.0,6.0,0.0
83696dfffffffff,5.0,0.0,0.0,0.0
83699afffffffff,1.0,0.0,0.0,0.0
838c10fffffffff,35.0,0.0,0.0,7.0
838c13fffffffff,2.0,0.0,0.0,0.0
838c14fffffffff,3.0,0.0,0.0,0.0
838c8bfffffffff,2.0,0.0,0.0,0.0
838c96fffffffff,4.0,0.0,0.0,3.0
838cadfffffffff,32.0,0.0,0.0,1.0
838cd2fffffffff,3.0,0.0,0.0,0.0
838cd3fffffffff,6.0,0.0,0.0,0.0
838cd5fffffffff,23.0,0.0,0.0,0.0
838cdcfffffffff,5.0,0.0,0.0,0.0
838d85fffffffff,2.0,0.0,0.0,0.0
838d8cfffffffff,17.0,1.0,0.0,2.0
838da2fffffffff,8.0,3.0,0.0,1.0
838da6fffffffff,9.0,4.0,0.0,3.0
838db1fffffffff,2.0,0.0,0.0,0.0
838db4fffffffff,1.0,0.0,0.0,0.0
838db5fffffffff,68.0,5.0,0.0,0.0
839404fffffffff,4.0,0.0,0.0,0.0
839421fffffffff,15.0,3.0,0.0,0.0
839423fffffffff,24.0,2.0,0.0,0.0
83942cfffffffff,16.0,5.0,0.0,0.0
83942dfffffffff,3.0,0.0,0.0,0.0
83950afffffffff,4.0,0.0,0.0,0.0
839518fffffffff,7.0,0.0,0.0,0.0
83951afffffffff,5.0,0.0,0.0,0.0
83951dfffffffff,4.0,4.0,0.0,0.0
83951efffffffff,8.0,0.0,0.0,0.0
839558fffffffff,2.0,2.0,0.0,0.0
83955afffffffff,3.0,1.0,0.0,0.0
8395a4fffffffff,29.0,1.0,0.0,0.0
8395a5fffffffff,2.0,0.0,0.0,0.0
8395a9fffffffff,5.0,0.0,0.0,0.0
